Time	root mean square voltage																			
	0.50V (±0.005)		1.00V (±0.005 V)		1.50 V (±0.005 V)		2.00 V (±0.005 V)		2.50V (±0.005 V)		3.00V  (±0.005 V)		3.50V  (±0.005 V)		4.00V  (±0.005 V)		4.50V  (±0.005 V)		5.00V  (±0.005 V)	
	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)
7.836	0.373	0.0055	0.768	0.0121	1.469	-0.0157	2.473	0.0145	2.088	0.029	2.963	-0.0302	2.658	-0.0187	3.746	-0.041	4.963	0.0481	3.86	0.0185
7.837	0.459	0.01	0.937	0.0182	1.307	-0.0148	2.383	-0.0163	2.5	0.0423	2.639	-0.0299	2.697	0.0142	3.332	-0.0395	4.963	-0.0108	4.378	0.0602
7.838	0.564	0.01	1.127	0.017	1.169	-0.0111	2.16	-0.0196	2.928	0.0369	2.349	-0.0253	3.083	0.0444	3.016	-0.0229	4.963	-0.0447	4.963	0.0807
7.839	0.601	0.0006	1.195	0.0022	1.146	0.0027	1.944	-0.0196	3.09	0.0061	2.228	-0.0033	3.668	0.0595	3.034	0.0127	4.606	-0.0465	4.963	0.0653
7.84	0.55	-0.0042	1.105	-0.0084	1.289	0.0182	1.732	-0.0193	2.886	-0.0232	2.407	0.0251	4.231	0.0478	3.434	0.0472	4.12	-0.0462	4.963	0.007
7.841	0.498	-0.0042	1	-0.0093	1.551	0.0275	1.535	-0.0166	2.609	-0.0244	2.837	0.0459	4.4	0.0027	4.075	0.0653	3.66	-0.0423	4.963	-0.0474
7.842	0.446	-0.0042	0.897	-0.009	1.835	0.0248	1.457	-0.0021	2.343	-0.0247	3.362	0.0505	4.087	-0.0338	4.718	0.0556	3.399	-0.0148	4.963	-0.051
7.843	0.397	-0.0042	0.797	-0.0087	1.949	0.004	1.584	0.0182	2.082	-0.0241	3.717	0.0242	3.693	-0.0356	4.954	0.0085	3.556	0.0275	4.693	-0.0507
7.844	0.352	-0.0039	0.709	-0.0072	1.812	-0.0145	1.882	0.0318	1.871	-0.016	3.634	-0.0205	3.311	-0.0359	4.637	-0.038	4.112	0.0617	4.174	-0.0492
7.845	0.333	0.0003	0.682	0.0009	1.641	-0.0151	2.246	0.0345	1.855	0.0061	3.3	-0.0296	2.939	-0.0347	4.198	-0.0407	4.87	0.075	3.804	-0.0256
7.846	0.371	0.0061	0.766	0.0112	1.469	-0.0157	2.477	0.0145	2.093	0.0287	2.969	-0.0305	2.67	-0.019	3.767	-0.0407	4.963	0.0499	3.859	0.0185
7.847	0.463	0.0103	0.932	0.0182	1.306	-0.0148	2.39	-0.016	2.5	0.0423	2.647	-0.0299	2.705	0.0133	3.35	-0.0398	4.963	-0.0093	4.375	0.0595
7.848	0.571	0.01	1.12	0.017	1.166	-0.0114	2.169	-0.0196	2.927	0.0372	2.354	-0.0259	3.081	0.0438	3.031	-0.0235	4.963	-0.0447	4.963	0.081
7.849	0.611	0.0012	1.189	0.0022	1.14	0.0027	1.951	-0.0199	3.092	0.0064	2.23	-0.0039	3.664	0.0589	3.042	0.0121	4.627	-0.0462	4.963	0.0656
7.85	0.561	-0.0042	1.099	-0.0087	1.279	0.0175	1.739	-0.0196	2.89	-0.0229	2.405	0.0248	4.227	0.0481	3.438	0.0469	4.143	-0.0459	4.963	0.0073
7.851	0.51	-0.0042	0.994	-0.0087	1.542	0.0278	1.54	-0.0169	2.614	-0.0247	2.831	0.0459	4.404	0.0031	4.073	0.0647	3.681	-0.0429	4.963	-0.0477
7.852	0.456	-0.0042	0.891	-0.0093	1.828	0.0254	1.458	-0.0027	2.348	-0.0247	3.359	0.0508	4.091	-0.0335	4.714	0.0559	3.417	-0.0151	4.963	-0.0507
7.853	0.406	-0.0042	0.793	-0.0087	1.948	0.0049	1.58	0.0175	2.084	-0.0241	3.717	0.0245	3.699	-0.0365	4.955	0.0085	3.567	0.0266	4.695	-0.051
7.854	0.361	-0.0036	0.705	-0.0072	1.813	-0.0142	1.878	0.0315	1.873	-0.0163	3.643	-0.0196	3.316	-0.0359	4.637	-0.0374	4.118	0.0611	4.178	-0.0492
7.855	0.339	-0.0003	0.682	0.0012	1.642	-0.0151	2.241	0.0348	1.851	0.0055	3.307	-0.0296	2.944	-0.0347	4.201	-0.041	4.872	0.0743	3.807	-0.0262
7.856	0.371	0.0058	0.768	0.0115	1.471	-0.0157	2.476	0.0151	2.087	0.0287	2.977	-0.0302	2.67	-0.0193	3.765	-0.0407	4.963	0.0499	3.86	0.0185
7.857	0.46	0.01	0.937	0.0182	1.308	-0.0148	2.392	-0.0157	2.49	0.0417	2.654	-0.0302	2.698	0.0127	3.351	-0.0398	4.963	-0.009	4.378	0.0595
7.858	0.562	0.0103	1.124	0.017	1.169	-0.0111	2.17	-0.0196	2.917	0.0372	2.362	-0.0256	3.069	0.0435	3.029	-0.0235	4.963	-0.0444	4.963	0.0813
7.859	0.602	0.0006	1.193	0.0022	1.144	0.0027	1.951	-0.0196	3.086	0.0064	2.236	-0.0039	3.652	0.0589	3.037	0.0115	4.63	-0.0465	4.963	0.0656
7.86	0.553	-0.0039	1.104	-0.0084	1.284	0.0182	1.742	-0.0196	2.887	-0.0226	2.411	0.0248	4.214	0.0484	3.428	0.0466	4.143	-0.0462	4.963	0.0076
7.861	0.501	-0.0045	0.999	-0.009	1.546	0.0278	1.542	-0.0166	2.611	-0.025	2.834	0.0453	4.399	0.0043	4.065	0.065	3.681	-0.0429	4.963	-0.0477
7.862	0.448	-0.0042	0.895	-0.0093	1.833	0.0257	1.463	-0.0024	2.344	-0.0244	3.358	0.0505	4.089	-0.0335	4.702	0.0559	3.411	-0.0154	4.963	-0.0507
7.863	0.399	-0.0042	0.797	-0.0087	1.952	0.0049	1.584	0.0175	2.083	-0.0244	3.71	0.0239	3.699	-0.0356	4.949	0.0088	3.562	0.0263	4.702	-0.051
7.864	0.353	-0.0033	0.707	-0.0072	1.818	-0.0145	1.88	0.0315	1.87	-0.0163	3.631	-0.0196	3.316	-0.0365	4.636	-0.0377	4.108	0.0607	4.181	-0.0489
7.865	0.335	0	0.681	0.0012	1.647	-0.0151	2.241	0.0345	1.847	0.0052	3.298	-0.0299	2.944	-0.0347	4.201	-0.0407	4.861	0.0743	3.816	-0.0259
7.866	0.374	0.0064	0.761	0.0112	1.476	-0.0154	2.475	0.0151	2.082	0.0284	2.968	-0.0302	2.667	-0.0199	3.765	-0.041	4.963	0.0502	3.867	0.0185
7.867	0.462	0.01	0.928	0.0179	1.313	-0.0148	2.39	-0.016	2.486	0.0417	2.645	-0.0302	2.692	0.0124	3.351	-0.0395	4.963	-0.0084	4.383	0.0595
7.868	0.571	0.0106	1.115	0.0173	1.172	-0.0114	2.17	-0.0196	2.913	0.0378	2.353	-0.0256	3.06	0.0432	3.027	-0.0241	4.963	-0.0447	4.963	0.0798
7.869	0.61	0.0009	1.189	0.0024	1.144	0.0022	1.951	-0.0199	3.089	0.007	2.223	-0.0045	3.642	0.0592	3.031	0.0115	4.629	-0.0465	4.963	0.065
7.87	0.561	-0.0039	1.1	-0.0084	1.279	0.0182	1.74	-0.0196	2.894	-0.0226	2.395	0.0245	4.21	0.049	3.42	0.0466	4.143	-0.0465	4.963	0.0064
7.871	0.508	-0.0045	0.996	-0.009	1.54	0.0275	1.54	-0.0169	2.618	-0.0247	2.82	0.0459	4.404	0.0052	4.056	0.065	3.681	-0.0429	4.963	-0.0474
7.872	0.456	-0.0042	0.892	-0.009	1.826	0.0254	1.456	-0.0027	2.351	-0.0247	3.349	0.0511	4.103	-0.0338	4.7	0.0562	3.408	-0.0163	4.963	-0.051
7.873	0.405	-0.0045	0.796	-0.009	1.945	0.0049	1.574	0.0173	2.09	-0.0241	3.712	0.0248	3.711	-0.0356	4.954	0.01	3.553	0.0257	4.687	-0.0507
7.874	0.361	-0.0036	0.705	-0.0069	1.811	-0.0145	1.87	0.0318	1.873	-0.0166	3.645	-0.019	3.327	-0.0356	4.648	-0.0374	4.096	0.0604	4.167	-0.0495
7.875	0.336	-0.0006	0.682	0.0006	1.642	-0.0154	2.233	0.0351	1.846	0.0049	3.311	-0.0299	2.957	-0.0347	4.21	-0.0407	4.849	0.075	3.799	-0.0259
7.876	0.37	0.0061	0.763	0.0115	1.47	-0.0154	2.473	0.0157	2.075	0.0284	2.98	-0.0302	2.676	-0.0205	3.776	-0.041	4.963	0.0508	3.853	0.0188
7.877	0.457	0.01	0.932	0.0179	1.307	-0.0148	2.392	-0.016	2.479	0.0417	2.658	-0.0299	2.691	0.0118	3.358	-0.0398	4.963	-0.0072	4.372	0.0602
7.878	0.562	0.0103	1.121	0.0173	1.167	-0.0114	2.172	-0.0193	2.909	0.0378	2.363	-0.0259	3.054	0.0426	3.034	-0.0241	4.963	-0.0447	4.963	0.081
7.879	0.601	0.0009	1.197	0.0024	1.14	0.0022	1.955	-0.0199	3.093	0.0079	2.234	-0.0048	3.631	0.0589	3.031	0.0109	4.638	-0.0462	4.963	0.0659
7.88	0.554	-0.0039	1.11	-0.0084	1.278	0.0182	1.743	-0.0193	2.903	-0.0226	2.402	0.0245	4.205	0.0496	3.414	0.0463	4.154	-0.0462	4.963	0.0073
7.881	0.501	-0.0042	1.005	-0.009	1.542	0.0272	1.544	-0.0169	2.627	-0.025	2.825	0.0456	4.407	0.0061	4.05	0.065	3.692	-0.0432	4.963	-0.0471
7.882	0.449	-0.0042	0.901	-0.009	1.827	0.0257	1.459	-0.0027	2.357	-0.025	3.35	0.0508	4.112	-0.0335	4.7	0.0571	3.414	-0.0166	4.963	-0.051
7.883	0.399	-0.0042	0.802	-0.009	1.951	0.0049	1.578	0.017	2.097	-0.0241	3.716	0.0251	3.718	-0.0362	4.96	0.0103	3.55	0.0254	4.702	-0.0507
7.884	0.355	-0.0036	0.711	-0.0072	1.82	-0.0142	1.873	0.0318	1.879	-0.0169	3.647	-0.019	3.336	-0.0359	4.662	-0.0374	4.092	0.0604	4.185	-0.0495
7.885	0.333	0.0003	0.682	0.0003	1.648	-0.0154	2.235	0.0345	1.852	0.0049	3.315	-0.0296	2.963	-0.0347	4.22	-0.0407	4.844	0.0747	3.815	-0.0256
7.886	0.371	0.0061	0.762	0.0112	1.476	-0.0154	2.476	0.016	2.078	0.0278	2.983	-0.0305	2.681	-0.0205	3.787	-0.0407	4.963	0.052	3.869	0.0185
7.887	0.461	0.0103	0.925	0.0175	1.313	-0.0151	2.4	-0.0157	2.478	0.0417	2.661	-0.0299	2.692	0.0112	3.369	-0.0401	4.963	-0.0069	4.383	0.0595
7.888	0.57	0.0103	1.114	0.0173	1.172	-0.0117	2.18	-0.0193	2.904	0.0375	2.365	-0.0262	3.05	0.0423	3.042	-0.0244	4.963	-0.0447	4.963	0.081
7.889	0.612	0.0012	1.186	0.0024	1.141	0.0019	1.96	-0.0202	3.086	0.0079	2.233	-0.0045	3.622	0.0583	3.038	0.0103	4.65	-0.0465	4.963	0.0653
7.89	0.562	-0.0042	1.1	-0.0084	1.274	0.0175	1.748	-0.0193	2.894	-0.0226	2.398	0.0239	4.195	0.0496	3.414	0.0456	4.166	-0.0462	4.963	0.007
7.891	0.512	-0.0042	0.995	-0.009	1.535	0.0272	1.546	-0.0172	2.62	-0.0247	2.818	0.0453	4.4	0.0064	4.046	0.0641	3.701	-0.0435	4.963	-0.0477
7.892	0.457	-0.0042	0.892	-0.009	1.823	0.026	1.459	-0.003	2.353	-0.025	3.344	0.0508	4.105	-0.0332	4.687	0.0565	3.422	-0.0169	4.963	-0.0507
7.893	0.408	-0.0042	0.793	-0.009	1.949	0.0052	1.575	0.0167	2.091	-0.0241	3.709	0.0254	3.715	-0.0356	4.948	0.0103	3.554	0.0248	4.693	-0.0513
7.894	0.361	-0.0036	0.705	-0.0069	1.818	-0.0142	1.864	0.0311	1.871	-0.0172	3.645	-0.0187	3.33	-0.0356	4.645	-0.0374	4.088	0.0599	4.174	-0.0492
7.895	0.338	-0.0003	0.678	0.0006	1.648	-0.0154	2.228	0.0345	1.839	0.0046	3.31	-0.0296	2.961	-0.035	4.21	-0.0407	4.835	0.074	3.807	-0.0259
7.896	0.37	0.0055	0.759	0.0115	1.477	-0.0154	2.47	0.016	2.061	0.0278	2.982	-0.0302	2.673	-0.0211	3.775	-0.041	4.963	0.0514	3.862	0.0188
7.897	0.457	0.01	0.928	0.0179	1.313	-0.0151	2.395	-0.0157	2.463	0.042	2.656	-0.0299	2.678	0.0103	3.358	-0.0398	4.963	-0.0066	4.38	0.0595
7.898	0.561	0.01	1.117	0.0173	1.172	-0.0111	2.174	-0.0193	2.895	0.0387	2.362	-0.0262	3.031	0.0423	3.029	-0.0253	4.963	-0.0444	4.963	0.081
7.899	0.601	0.0009	1.196	0.0031	1.144	0.0022	1.956	-0.0199	3.092	0.0094	2.229	-0.0048	3.606	0.0586	3.021	0.0103	4.637	-0.0462	4.963	0.0653
7.9	0.55	-0.0042	1.111	-0.0081	1.28	0.0175	1.745	-0.0196	2.909	-0.0226	2.394	0.0239	4.186	0.0505	3.397	0.0453	4.151	-0.0462	4.963	0.007
7.901	0.501	-0.0042	1.005	-0.009	1.54	0.0272	1.545	-0.0172	2.633	-0.0247	2.814	0.0453	4.411	0.0082	4.028	0.065	3.688	-0.0435	4.963	-0.0474
7.902	0.448	-0.0048	0.902	-0.0093	1.826	0.026	1.457	-0.003	2.365	-0.025	3.34	0.0511	4.126	-0.0332	4.684	0.0577	3.405	-0.0172	4.963	-0.0507
7.903	0.399	-0.0039	0.802	-0.009	1.951	0.0049	1.572	0.017	2.102	-0.0241	3.71	0.0257	3.733	-0.0356	4.958	0.0121	3.533	0.0245	4.694	-0.051
7.904	0.352	-0.0036	0.714	-0.0072	1.818	-0.0142	1.862	0.0315	1.885	-0.0172	3.65	-0.0181	3.349	-0.0365	4.668	-0.0371	4.068	0.0595	4.173	-0.0492
7.905	0.333	0.0003	0.681	0.0003	1.648	-0.0154	2.228	0.0348	1.847	0.004	3.316	-0.0299	2.979	-0.035	4.23	-0.0407	4.819	0.075	3.808	-0.0259
7.906	0.37	0.0061	0.758	0.0106	1.476	-0.0154	2.473	0.0167	2.068	0.0275	2.986	-0.0302	2.686	-0.0217	3.795	-0.041	4.963	0.0529	3.862	0.0191
7.907	0.461	0.0103	0.921	0.0179	1.313	-0.0151	2.402	-0.0154	2.465	0.0417	2.662	-0.0302	2.686	0.01	3.376	-0.0398	4.963	-0.0048	4.381	0.0602
7.908	0.568	0.0103	1.111	0.0173	1.17	-0.0114	2.182	-0.0193	2.898	0.0387	2.366	-0.0262	3.032	0.0408	3.045	-0.0253	4.963	-0.0447	4.963	0.081
7.909	0.612	0.0012	1.19	0.0031	1.139	0.0015	1.962	-0.0199	3.093	0.0094	2.228	-0.0051	3.602	0.0583	3.029	0.0097	4.665	-0.0462	4.963	0.0653
7.91	0.562	-0.0039	1.105	-0.0084	1.271	0.0175	1.749	-0.0193	2.913	-0.0226	2.39	0.0242	4.181	0.0508	3.402	0.0451	4.175	-0.0465	4.963	0.007
7.911	0.512	-0.0045	1	-0.0087	1.531	0.0272	1.55	-0.0172	2.635	-0.0244	2.808	0.0453	4.41	0.0085	4.027	0.0644	3.71	-0.0435	4.963	-0.0471
7.912	0.457	-0.0042	0.897	-0.0093	1.818	0.026	1.458	-0.0033	2.369	-0.0247	3.335	0.0511	4.131	-0.0329	4.683	0.058	3.425	-0.0181	4.963	-0.051
7.913	0.408	-0.0042	0.799	-0.0087	1.948	0.0055	1.569	0.0163	2.106	-0.0241	3.712	0.0263	3.738	-0.0359	4.956	0.0121	3.543	0.0239	4.696	-0.0507
7.914	0.361	-0.0036	0.709	-0.0072	1.818	-0.0142	1.856	0.0315	1.884	-0.0175	3.659	-0.0172	3.355	-0.0362	4.67	-0.0371	4.073	0.0592	4.175	-0.0495
7.915	0.338	-0.0006	0.681	0.0006	1.648	-0.0154	2.223	0.0351	1.844	0.0037	3.327	-0.0299	2.981	-0.035	4.23	-0.0407	4.817	0.0743	3.809	-0.0259
7.916	0.37	0.0058	0.759	0.0109	1.477	-0.0154	2.471	0.017	2.062	0.0272	2.996	-0.0302	2.686	-0.0217	3.796	-0.0407	4.963	0.0532	3.862	0.0185
7.917	0.456	0.0097	0.926	0.0179	1.313	-0.0151	2.406	-0.0151	2.454	0.0408	2.673	-0.0302	2.68	0.0094	3.376	-0.0398	4.963	-0.0048	4.383	0.0602
7.918	0.561	0.0103	1.115	0.0173	1.172	-0.0111	2.185	-0.0193	2.889	0.0387	2.374	-0.0262	3.021	0.0408	3.045	-0.0253	4.963	-0.0444	4.963	0.081
7.919	0.602	0.0012	1.193	0.0031	1.143	0.0019	1.965	-0.0199	3.089	0.0094	2.239	-0.0054	3.59	0.0583	3.026	0.0094	4.664	-0.0465	4.963	0.0656
7.92	0.555	-0.0039	1.109	-0.0084	1.276	0.0179	1.753	-0.0196	2.91	-0.0226	2.396	0.0233	4.17	0.0514	3.393	0.0447	4.175	-0.0462	4.963	0.0073
7.921	0.502	-0.0042	1.005	-0.009	1.535	0.0269	1.552	-0.0172	2.634	-0.0247	2.813	0.0451	4.404	0.0091	4.019	0.0641	3.71	-0.0438	4.963	-0.0474
7.922	0.45	-0.0042	0.901	-0.0093	1.823	0.0263	1.46	-0.0033	2.368	-0.025	3.335	0.0508	4.131	-0.0326	4.673	0.058	3.421	-0.0178	4.963	-0.051
7.923	0.4	-0.0045	0.802	-0.0084	1.954	0.0055	1.573	0.0163	2.104	-0.0244	3.706	0.0257	3.739	-0.0356	4.951	0.0124	3.538	0.0233	4.701	-0.0507
7.924	0.356	-0.0033	0.71	-0.0075	1.826	-0.0142	1.859	0.0315	1.881	-0.0178	3.65	-0.0178	3.355	-0.0359	4.666	-0.0371	4.065	0.0592	4.181	-0.0492
7.925	0.334	0	0.68	0.0003	1.654	-0.0154	2.223	0.0345	1.84	0.0034	3.316	-0.0299	2.982	-0.035	4.228	-0.0407	4.807	0.0743	3.814	-0.0253
7.926	0.371	0.0061	0.752	0.0106	1.483	-0.0154	2.47	0.0167	2.058	0.0272	2.985	-0.0305	2.685	-0.022	3.793	-0.0407	4.963	0.0532	3.872	0.0188
7.927	0.46	0.01	0.917	0.0175	1.319	-0.0151	2.403	-0.0151	2.45	0.0408	2.662	-0.0299	2.674	0.0088	3.376	-0.0401	4.963	-0.0042	4.387	0.0595
7.928	0.568	0.0106	1.105	0.0175	1.175	-0.0114	2.181	-0.0193	2.886	0.039	2.365	-0.0266	3.01	0.0402	3.039	-0.0256	4.963	-0.0444	4.963	0.0807
7.929	0.61	0.0012	1.19	0.0037	1.141	0.0012	1.963	-0.0199	3.091	0.01	2.226	-0.0057	3.581	0.058	3.02	0.0094	4.664	-0.0465	4.963	0.065
7.93	0.562	-0.0036	1.106	-0.0084	1.271	0.0175	1.749	-0.0196	2.918	-0.0223	2.382	0.0233	4.161	0.052	3.384	0.0444	4.173	-0.0459	4.963	0.0064
7.931	0.51	-0.0042	1.002	-0.009	1.528	0.0269	1.55	-0.0175	2.643	-0.0247	2.799	0.0453	4.409	0.01	4.008	0.0644	3.711	-0.0438	4.963	-0.0474
7.932	0.457	-0.0042	0.898	-0.009	1.816	0.0263	1.453	-0.0036	2.374	-0.0247	3.326	0.0511	4.141	-0.0326	4.667	0.0583	3.414	-0.0187	4.963	-0.0507
7.933	0.406	-0.0042	0.801	-0.009	1.946	0.0055	1.564	0.016	2.111	-0.0247	3.705	0.0269	3.751	-0.0359	4.955	0.0133	3.529	0.023	4.684	-0.051
7.934	0.361	-0.0036	0.709	-0.0072	1.818	-0.0139	1.849	0.0311	1.887	-0.0181	3.659	-0.0169	3.363	-0.0362	4.678	-0.0371	4.05	0.0586	4.167	-0.0492
7.935	0.336	-0.0006	0.681	0.0006	1.648	-0.0154	2.216	0.0351	1.84	0.0031	3.328	-0.0296	2.992	-0.035	4.238	-0.0404	4.793	0.0747	3.799	-0.0259
7.936	0.37	0.0055	0.756	0.0112	1.476	-0.0154	2.467	0.0173	2.049	0.0266	2.997	-0.0305	2.692	-0.0229	3.804	-0.041	4.963	0.0541	3.857	0.0191
7.937	0.454	0.01	0.923	0.0175	1.313	-0.0154	2.407	-0.0145	2.444	0.0408	2.672	-0.0299	2.673	0.0082	3.386	-0.0398	4.963	-0.003	4.378	0.0602
7.938	0.56	0.01	1.111	0.0175	1.172	-0.0114	2.187	-0.0193	2.88	0.0399	2.375	-0.0266	3.003	0.0399	3.048	-0.0262	4.963	-0.0447	4.963	0.0813
7.939	0.601	0.0015	1.197	0.0037	1.138	0.0015	1.967	-0.0199	3.095	0.0109	2.233	-0.0057	3.567	0.0583	3.02	0.0085	4.674	-0.0462	4.963	0.0656
7.94	0.554	-0.0042	1.115	-0.0081	1.27	0.0175	1.753	-0.0193	2.924	-0.0226	2.39	0.023	4.156	0.0523	3.38	0.0438	4.186	-0.0465	4.963	0.007
7.941	0.501	-0.0042	1.01	-0.009	1.529	0.0269	1.554	-0.0172	2.652	-0.0247	2.802	0.0451	4.413	0.0112	4.002	0.0644	3.718	-0.0438	4.963	-0.0477
7.942	0.449	-0.0042	0.905	-0.009	1.818	0.0263	1.459	-0.0036	2.382	-0.025	3.329	0.0511	4.152	-0.0326	4.666	0.0592	3.421	-0.0193	4.963	-0.0507
7.943	0.4	-0.0042	0.807	-0.009	1.951	0.0058	1.568	0.0163	2.119	-0.0244	3.708	0.0269	3.761	-0.0356	4.96	0.0142	3.529	0.0227	4.702	-0.0513
7.944	0.353	-0.0036	0.715	-0.0075	1.826	-0.0139	1.851	0.0311	1.893	-0.0178	3.664	-0.0166	3.374	-0.0362	4.69	-0.0365	4.045	0.0583	4.181	-0.0492
7.945	0.333	0	0.681	0	1.655	-0.0154	2.218	0.0351	1.846	0.0027	3.33	-0.0299	3	-0.035	4.249	-0.0407	4.789	0.0747	3.815	-0.0259
7.946	0.37	0.0058	0.753	0.0103	1.483	-0.0154	2.471	0.0175	2.054	0.0263	2.999	-0.0302	2.701	-0.0235	3.814	-0.0407	4.963	0.0547	3.871	0.0191
7.947	0.46	0.0103	0.914	0.0173	1.319	-0.0151	2.413	-0.0142	2.444	0.0405	2.675	-0.0305	2.675	0.0079	3.396	-0.0404	4.963	-0.0021	4.389	0.0599
7.948	0.567	0.0106	1.104	0.0175	1.176	-0.0117	2.191	-0.0193	2.875	0.039	2.378	-0.0266	3.002	0.039	3.056	-0.0262	4.963	-0.0444	4.963	0.0804
7.949	0.613	0.0015	1.187	0.0034	1.139	0.0012	1.971	-0.0196	3.089	0.0112	2.233	-0.0063	3.56	0.0577	3.025	0.0079	4.687	-0.0462	4.963	0.065
7.95	0.564	-0.0042	1.105	-0.0081	1.267	0.0173	1.758	-0.0199	2.918	-0.0226	2.385	0.023	4.146	0.0523	3.382	0.0438	4.199	-0.0465	4.963	0.0064
7.951	0.513	-0.0042	1	-0.0093	1.523	0.0269	1.561	-0.0175	2.645	-0.0247	2.793	0.0447	4.401	0.0112	3.998	0.0635	3.73	-0.0438	4.963	-0.0474
7.952	0.459	-0.0045	0.897	-0.009	1.813	0.0266	1.459	-0.0042	2.374	-0.025	3.321	0.0511	4.146	-0.0323	4.655	0.0583	3.431	-0.0193	4.963	-0.051
7.953	0.409	-0.0042	0.798	-0.0093	1.949	0.0061	1.564	0.016	2.112	-0.0241	3.7	0.0269	3.753	-0.0356	4.949	0.0139	3.53	0.0218	4.693	-0.0507
7.954	0.362	-0.0039	0.709	-0.0072	1.824	-0.0139	1.846	0.0305	1.887	-0.0184	3.658	-0.0163	3.368	-0.0359	4.678	-0.0365	4.042	0.058	4.172	-0.0495
7.955	0.338	-0.0003	0.676	0	1.654	-0.0154	2.212	0.0354	1.833	0.0024	3.326	-0.0299	2.996	-0.0353	4.238	-0.0407	4.778	0.0737	3.807	-0.0253
7.956	0.37	0.0052	0.752	0.0109	1.482	-0.0154	2.465	0.0173	2.037	0.0257	2.996	-0.0302	2.691	-0.0235	3.803	-0.0407	4.963	0.0547	3.862	0.0188
7.957	0.455	0.01	0.917	0.0175	1.318	-0.0154	2.409	-0.0142	2.429	0.0405	2.672	-0.0302	2.661	0.007	3.386	-0.0398	4.963	-0.0021	4.384	0.0602
7.958	0.559	0.0103	1.109	0.0179	1.175	-0.0117	2.188	-0.0196	2.871	0.0399	2.372	-0.0266	2.982	0.039	3.043	-0.0266	4.963	-0.0441	4.963	0.081
7.959	0.602	0.0012	1.195	0.004	1.141	0.0012	1.968	-0.0196	3.092	0.0121	2.228	-0.006	3.542	0.0577	3.01	0.0076	4.674	-0.0465	4.963	0.065
7.96	0.553	-0.0039	1.116	-0.0081	1.272	0.0173	1.754	-0.0199	2.929	-0.022	2.378	0.023	4.138	0.0538	3.363	0.0435	4.186	-0.0462	4.963	0.0064
7.961	0.502	-0.0045	1.01	-0.009	1.528	0.0266	1.554	-0.0175	2.656	-0.0244	2.789	0.0447	4.413	0.0127	3.986	0.0644	3.718	-0.0441	4.963	-0.0474
7.962	0.449	-0.0042	0.907	-0.0093	1.817	0.0263	1.457	-0.0042	2.388	-0.025	3.316	0.0511	4.166	-0.0323	4.647	0.0595	3.414	-0.0199	4.963	-0.051
7.963	0.4	-0.0042	0.808	-0.0087	1.949	0.0061	1.562	0.016	2.123	-0.0241	3.703	0.0275	3.774	-0.0359	4.958	0.0154	3.513	0.0215	4.689	-0.0507
7.964	0.353	-0.0033	0.717	-0.0075	1.827	-0.0142	1.844	0.0305	1.897	-0.0184	3.664	-0.0157	3.388	-0.0359	4.694	-0.0365	4.019	0.058	4.172	-0.0495
7.965	0.333	-0.0003	0.68	0	1.654	-0.0154	2.21	0.0354	1.841	0.0022	3.334	-0.0296	3.015	-0.035	4.256	-0.0404	4.766	0.0747	3.804	-0.0253
7.966	0.368	0.0061	0.751	0.0103	1.483	-0.0154	2.466	0.0175	2.043	0.0257	3	-0.0302	2.705	-0.0238	3.821	-0.041	4.963	0.0562	3.863	0.0191
7.967	0.459	0.01	0.909	0.0175	1.318	-0.0151	2.413	-0.0139	2.431	0.0408	2.678	-0.0299	2.67	0.0064	3.402	-0.0398	4.963	-0.0006	4.383	0.0602
7.968	0.566	0.0109	1.102	0.0175	1.175	-0.0117	2.192	-0.0196	2.871	0.0399	2.378	-0.0269	2.986	0.0387	3.058	-0.0274	4.963	-0.0441	4.963	0.081
7.969	0.612	0.0012	1.19	0.0046	1.135	0.0009	1.972	-0.0196	3.093	0.0121	2.23	-0.0063	3.538	0.0571	3.019	0.0073	4.697	-0.0462	4.963	0.0653
7.97	0.564	-0.0036	1.111	-0.0084	1.262	0.017	1.759	-0.0196	2.935	-0.0217	2.377	0.0221	4.133	0.0535	3.368	0.0432	4.209	-0.0465	4.963	0.0064
7.971	0.512	-0.0045	1.006	-0.0087	1.517	0.0269	1.561	-0.0175	2.661	-0.0247	2.783	0.0447	4.411	0.0133	3.982	0.0638	3.74	-0.0438	4.963	-0.0477
